album_link	album_name	author	release_date	count	language	label	category	rate	rate_info	genre	song_count	song_link	song_name	song_count	lyrics
https://www.xiami.com/album/2104421645	Lost & Found	杨永聪	2018.12.27	14000	闽南语	阔思音乐	录音室专辑	8.4	(10人评分)	#国语流行 Mandarin Pop	20	https://www.xiami.com/song/1808701204	纸人	914	"No lyrics available"
https://www.xiami.com/album/2104396885	玩乐	霍尊	2018.12.17	2219000	国语	听见时代	录音室专辑	8.8	(20人评分)	#国语流行 Mandarin Pop	11	https://www.xiami.com/song/1808486367	九色鹿 (伴奏)	2352	"No lyrics available"
https://www.xiami.com/album/2104157999	苏妙玲WAN	苏妙玲	2018.10.28	303000	国语	天娱传媒	录音室专辑	0.0	（评分人数不足10人）	#国语流行 Mandarin Pop	10	https://www.xiami.com/song/1802918060	刺绣	30000	"灯 一亮一暗 在崇拜一道门
一开一关 在背叛一座城
一飘一摇 在呼唤一切爱伤害的人

温柔的一针一针
刺在我身
绣在我魂
我在演我的秀
有太多渴望成纹
有更多失望成痕
不怕你看不见我的刺绣
只怕你接受不了我成人

用黄金做的面具 美丽得过分
坐钻石镶的跑车 会跑到永恒
按水晶说的预言 有多少假 多少真
我比较笨
用我的赤裸 去拥抱陌生人
分不开残缺与完整
当时间是温柔的针

一针一针
刺在我身
绣在我魂
我在演我的秀
有太多渴望成纹
有更多失望成痕
不怕你看不见我的刺绣
只怕你接受不了我成人

一针一针
刺在我身
绣在我魂
是颓废是成就
有太多痛苦成纹
有更多痛快成痕
不怕你看不见我的刺绣
只怕你接受不了我

人 一次一次 会不顾一切伤害爱的人

用我的赤裸 去拥抱所有人
管不了贫乏和丰盛
当时间是温柔的针

温柔的一针一针
刺在我身
绣在我魂
我在演我的秀
有太多渴望成纹
有更多失望成痕
不怕你看不见我的刺绣
只怕你接受不了我是如此这般的成人

一针一针
刺在我身
绣在我魂
是颓废是成就
有太多痛苦成纹
有更多痛快成痕
不怕你看不见我的刺绣
只怕你接受不了我享受我 错乱的 脆弱的 不朽
收起"
https://www.xiami.com/album/2104082735	卡路里	邓文怡	2018.10.05	120000	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#国语流行 Mandarin Pop	1	https://www.xiami.com/song/1806082989	卡路里	120000	"卡路里


演唱：邓文怡（8岁）
邓力玮（6岁）
玮：每天起床第一句
先给自己打个气
每次多吃一粒米
都要说声对不起
怡：魔镜魔镜看看我
我的锁骨在哪里
美丽 我要美丽
我要变成万人迷
合：pose pose
我要变成万人迷
pose pose
怡：为了变成小蛮腰
天天提着一口气
为了穿上比基尼
吃草吃成沙拉精
玮：天生丽质难自弃
可惜吃啥我都不腻
努力 我要努力
我要变成万人迷
怡：wow
合：卡路里卡路里卡路
卡路里卡路里卡路
卡路里卡路里卡路
卡路里卡路里卡路
卡路里我的天敌
玮：燃烧我的卡路里
怡：拜拜 甜甜圈
珍珠奶茶方便面
火锅米饭大盘鸡
拿走拿走别客气
玮：拜拜 咖啡因
戒掉可乐戒油腻
沙发外卖玩游戏
别再熬夜伤身体
怡：来来 后转体
高温瑜伽仰卧起
动感单车普拉提
保温杯里泡枸杞
玮：来来 深呼吸
晨跑夜跑游几米
平板哑铃划船机
不达目的不放弃
怡：为了变成小蛮腰
天天提着一口气
为了穿上比基尼
吃草吃成沙拉精
玮：天生丽质难自弃
可惜吃啥我都不腻
努力 我要努力
我要变成万人迷
怡：wow
合：卡路里卡路里卡路
卡路里卡路里卡路
卡路里卡路里卡路
卡路里卡路里卡路
卡路里我的天敌
玮：燃烧我的卡路里
怡：拜拜 甜甜圈
珍珠奶茶方便面
火锅米饭大盘鸡
拿走拿走别客气
玮：拜拜 咖啡因
戒掉可乐戒油腻
沙发外卖玩游戏
别再熬夜伤身体
怡：来来 后转体
高温瑜伽仰卧起
动感单车普拉提
保温杯里泡枸杞
玮：来来 深呼吸
晨跑夜跑游几米
平板哑铃划船机
不达目的不放弃
怡：奇了怪了
小的时候明明是妈妈说
吃光盘中餐粒粒皆辛苦
直到最爱的裙子的
扣子都系不上了
原来吃得掉
甩不掉 更辛苦
希望体重秤是坏的
帅哥爱唐代的
不如跟着节奏
没在怕的努努力
别让卡路里里卡路里卡住你
不达目的不放弃
玮：燃烧我的卡路里
怡：拜拜 甜甜圈
珍珠奶茶方便面
火锅米饭大盘鸡
拿走拿走别客气
玮：拜拜 咖啡因
戒掉可乐戒油腻
沙发外卖玩游戏
别再熬夜伤身体
怡：来来 后转体
高温瑜伽仰卧起
动感单车普拉提
保温杯里泡枸杞
玮：来来 深呼吸
晨跑夜跑游几米
平板哑铃划船机
不达目的不放弃
怡：不放弃
燃烧我的卡路里
玮：不放弃
燃烧我的卡路里
合：我要变成万人迷
收起"
https://www.xiami.com/album/2104062449	情歌	陈零九	2018.09.27	310000	国语	滚石唱片	录音室专辑	7.6	(10人评分)	#国语流行 Mandarin Pop	10	https://www.xiami.com/song/1805958337	我静静看着你装B	55000	"(09)
也许我们该放手
快乐的忧愁

(圣)
刻意梳的油头
名牌的订购

(09)
为她买 GUCCI 奶昔 LV Sushi(日文)
我皮包的叹息

(圣)
你做了太多不是自己的自己 我戴上耳机

(09)
我静静看着你装B
我们是朋友还是敌
(09)有些事情 (圣)有些事情 (09)不是不行 (圣)不是不行

爱情来袭 友情过期

(圣)
我静静看着你装B
我们是朋友还是敌
(圣)有些事情 (09)有些事情 (圣)不是不行 (09)不是不行

(合唱)
打肿脸还是瘦的你 静静装B


(09)
也许我们该放手
快乐的忧愁

(圣)
刻意梳的油头
名牌的订购

(09)
为她买 GUCCI 奶昔 LV Sushi(日文)
我皮包的叹息

(圣)
你做了太多不是自己的自己 我戴上耳机

(09)
我静静看着你装B
我们是朋友还是敌
(09)有些事情 (圣)有些事情 (09)不是不行 (圣)不是不行
(09)爱情来袭 友情过期


(圣)
我静静看着你装B
我们是朋友还是敌
(圣)有些事情 (09)有些事情 (圣)不是不行 (09)不是不行

(圣)
打肿脸还是瘦的你 静静装B


(09)提醒你租来的超跑 别忘记加油孔在哪
(圣)穿完要退的西装 标牌别拆 会被检查

(09)假装品尝红酒的年份 其实根本没差 (合)平时只喝凉茶


(09)我静静看着你装B
我们是朋友还是敌
有些事情 不是不行
爱情来袭 友情过期

(合)
静静看着你装B
我们是朋友还是敌
有些事情 就是不行
明明喜欢彼此的WE 静静装B
我们一起装B
收起"
https://www.xiami.com/album/2104058480	《夜色钢琴曲》专辑（八）	赵海洋	2018.09.08	86000	国语	独立发行	录音室专辑	0.0	（评分人数不足10人）	#轻音乐 Easy Listening、#流行 Pop、#世界音乐 World Music	31	https://www.xiami.com/song/1805938753	809《夜色钢琴曲》友情岁月 - 赵海洋	772	"No lyrics available"
https://www.xiami.com/album/2103934535	魔道祖师	Kyle Xian	2018.08.18	672000	纯音乐	独立发行	录音室专辑	9.6	(17人评分)	#轻音乐 Easy Listening、#同人音乐 DouJin、#流行 Pop	6	https://www.xiami.com/song/1804897658	同道殊途	87000	"No lyrics available"
https://www.xiami.com/album/2103866979	2018七月动漫新番歌曲合集Vol.3	Kyle Xian	2018.07.28	82000	纯音乐	独立发行	录音室专辑	0.0	（评分人数不足10人）	#日本流行 J-Pop、#轻音乐 Easy Listening、#日本动漫游戏 Japanese ACG	16	https://www.xiami.com/song/1804215869	さだめ ~ 命运	4413	"No lyrics available"
https://www.xiami.com/album/2103786899	Aimer	Kyle Xian	2018.07.08	36000	纯音乐	独立发行	录音室专辑	0.0	（评分人数不足10人）	#日本流行 J-Pop、#轻音乐 Easy Listening、#日本动漫游戏 Japanese ACG	13	https://www.xiami.com/song/1803599292	Refrain	3566	"No lyrics available"
https://www.xiami.com/album/2103749719	戏梦人生	于毅	2018.06.14	293000	国语	青春繁花	录音室专辑	0.0	（评分人数不足10人）	#国语流行 Mandarin Pop	11	https://www.xiami.com/song/1803336862	还好有你	10000	"和声：赵瑟

还好有你你在哪里
独单的影回应脆弱的神经
还好有你你去哪里
透明的镜不要再碎了一地
不能没有你能不能抱紧
多美的风景不要失去了意义
不能没有你谁在大声的呼吸
因为你才有记忆

还好有你你在哪里
独单的影回应脆弱的神经
还好有你你去哪里
透明的镜不要再碎了一地
不能没有你能不能抱紧
多美的风景不要失去了意义
不能没有你谁在大声的呼吸
因为你才有记忆
如果说放纵是一种解脱
后来才一遍一遍
被旧的新的伤口刺痛
不能没有你能不能抱紧
多美的风景不要失去了意义
不能没有你谁在大声的呼吸
因为你才有记忆
因为你才有意义
收起"
